text,Rating,tokens
"great hotel great location stay 9/23-9/24, happy room sheraton priceline 100/night excited able stay hotel arrived hotel did not disappoint, bed pillows comforter comfy clean, bathroom clean nice, location hotel wonderful just short walk 5 blocks pikes market short walk monorail takes directly space needle experience music project emp, lots shopping directly hotel, definitely stay sheraton good deal try luck priceline paying dollar directly hotel,  ",4,72
"wo n't book, just returned seattle booked seattle sheraton towers nights, left hotel night desk did n't inquire leaving, club floor 2 hours morning continental breakfast 2 hours evening canapes lounge closed tight, evening poured coffee used small plastic container cream dish coffee urn, cream sour curdled coffee not staff personnel talk, room dreary stains carpets, good location hotel definitely seen better days,  ",1,71
"excellent location, enjoyed stay hotel close pike street market, nice short walk market sample fresh mini donuts spot eat award winning restaurants facing river mountains, rooms hotel clean day equipped accoutrements needed traveler, hotel staff friendly professional,  ",5,42
"great location nice hotel second stay hotel, amazing perspective changes depending price, time stayed sheraton towers baseball star weekend years paid 300.00, time used priceline stayed 100.00 plus tax, 100.00 night place steal, wonderfully central location, street monorail convention center great shopping, hotel offers solid business class accomodations, price break definitely recommend place,  ",4,62
"best deal town write reviews feel compelled time, staying hotel currently times past, hotel center city 100 nearly impossible seattle, block westlake center blocks pike place market really ideal location, no-frills hotel rooms clean comfortable well-insulated w/ basic amenities including in-room coffee, housekeeping staff great desk personnel extremely kind helpful, nice restaurant downstairs laundry fitness room onsite, highly recommend place return,  ",5,69
"great location laughable rooms booked flights seattle package got great deal, 660 people nights airfare did n't choice stay, hotel old kind stinky, refused elevator bit decrepit smelled vomit stairways smelled like pee room quite clean bare, walked city times location hotel superb, belltown tons cute places eat drink right downtown plethora chain clothing stores, n't know stay certainly sufficient low budget minute long weekend trip,  ",2,73
"great cozy hoitel location great right westin mcdonalds walking distance downtown monorail, outside looks like older small motel inside good mid-level think holiday inn, resturant bit pricy food good quality atmosphere great wood burning fireplace, nice place gray day seattle.i booked airline milage points highly reccommend,  ",4,50
"not bad price great bargain downtown seattle.it old clean little noisy, location great, staff friendlly, able leave car parking lot hours checked real nice bonus, just need place sleep night bargain price, want amenities, stay,  ",3,42
"come n't understand bad reviews, hotel simple got exactly need nice confortable bed clean bathroom excellent price, near walked pike place market monorail,  ",4,26
"great location stayed property times, like hotel location, hotel walking distance pike market al shopping seattle.the hotel parking pay small fee nightly rate payed 99, rooms clean good beds, experienced problems stays,  ",3,37
"sixth ave good budget choice downtown really enjoyed stay sixth ave inn, room appeared newly renovated spacious modern, hotel good location exploring seattle..we walked pikes place market 10 minutes downtown stores closer, hotel restaurant gem..great food good prices nicer atmosphere expected, hotel parking charge 10 night good downtown hotel, definately stay seattle,  ",4,62
"love andra, updated trendy hotel perfect location, stayed andra times great experience, rooms updated clean spacious, staff friendly helpful, restaurant convenient choices food vacinity, prefer stay andra anytime seattle,  ",5,36
"okay amazing lost bags, stayed friend wedding, high expectations going hotel not impressed checked, rooms small cramped, bathrooms small, stayed sheraton seattle previous nights paid price far impressed accommodations sheraton better accommodations bigger rooms bigger bathrooms cleaner upscale.during checkout checked bags hotel lunch, came bags nobody able, ended having ask bellboy basement bags not ended finding locked random room basement, staff pretty worthless bags lost,  ",2,74
"great stay, just returned home great stay andra, travelling single woman business like andra great safe location easily walk shopping restaurants business district, staff welcoming check-in acknowledged returned end work day, room comfortable showed attention, not hesitate stay,  ",5,44
"nice hotel nice location stayed hotel andra night quick stop seattle start family vacation, nice clean hotel exceptional service, rooms bed comfortable exception airconditioning bit noisy, bathroom small clean, stay travelling kids longer stay definately rooms,  ",4,41
